Gender,Age,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Female,52,No,3+,Not Graduate,No,1957,984,100262,360,1,Urban,1
Female,47,No,0,Graduate,No,5827,1613,142762,360,1,Semiurban,1
Female,27,Yes,0,Not Graduate,Yes,3286,3461,87362,360,0,Semiurban,0
Male,55,Yes,2,Not Graduate,No,4611,3379,99842,360,1,Semiurban,1
Female,35,Yes,1,Graduate,No,6861,2484,106383,60,1,Semiurban,1
Male,67,Yes,0,Graduate,Yes,1293,1517,88623,360,1,Rural,1
Female,22,Yes,3+,Not Graduate,No,9528,976,109367,180,1,Semiurban,1
Male,46,No,0,Graduate,No,10635,4191,103217,180,1,Urban,1
Female,56,Yes,1,Graduate,Yes,1254,1362,71227,240,1,Rural,1
Male,51,Yes,0,Not Graduate,No,5517,527,79034,180,1,Semiurban,1
Female,60,No,1,Graduate,No,12011,838,56196,360,1,Urban,1
Male,62,Yes,0,Graduate,Yes,1575,1029,73454,360,0,Urban,1
Male,40,No,1,Graduate,No,1801,1374,174666,60,1,Urban,1
Male,22,No,3+,Graduate,No,5932,1705,128623,360,1,Urban,1
Male,47,Yes,0,Graduate,No,4794,605,71597,360,1,Urban,1
Female,23,Yes,1,Graduate,No,4150,1226,91430,360,1,Urban,1
Female,63,Yes,0,Graduate,No,3133,1358,69711,60,1,Semiurban,1
Male,61,No,2,Graduate,No,3996,1538,131986,60,1,Rural,1
Female,21,Yes,3+,Not Graduate,Yes,804,970,109175,360,1,Rural,0
Male,46,No,2,Not Graduate,No,1772,13067,129695,240,1,Rural,1
Male,40,No,1,Graduate,No,3404,1359,87008,360,0,Semiurban,0
Female,23,Yes,3+,Graduate,No,1026,1123,147314,360,0,Rural,0
Male,49,No,0,Graduate,No,3346,751,61288,360,1,Urban,1
Male,59,Yes,0,Graduate,Yes,3603,3327,77871,240,1,Urban,1
Female,35,No,1,Not Graduate,No,2339,409,84185,360,1,Semiurban,1
Male,32,Yes,0,Graduate,No,2423,435,136056,360,1,Rural,1
Male,57,No,2,Graduate,Yes,1944,1760,79432,360,1,Semiurban,1
Male,49,Yes,1,Graduate,No,2722,2623,67072,360,1,Rural,1
Male,26,No,0,Not Graduate,No,4518,1683,99083,360,0,Urban,1
Female,54,Yes,0,Not Graduate,No,4710,9167,261667,360,1,Urban,1
Female,27,Yes,0,Graduate,No,6732,1192,66802,360,1,Semiurban,1
Female,37,Yes,1,Graduate,Yes,3313,1418,162025,360,1,Urban,1
Male,23,Yes,0,Graduate,No,4790,1750,98412,240,1,Semiurban,1
Male,65,No,0,Graduate,No,1524,1869,98940,360,1,Rural,1
Female,20,No,1,Graduate,Yes,4124,1638,77568,240,0,Urban,1
Male,59,Yes,2,Not Graduate,No,3185,1573,126766,180,0,Urban,0
Male,28,Yes,3+,Graduate,No,4912,635,149548,360,1,Urban,1
Male,60,Yes,3+,Not Graduate,No,3073,3136,180233,360,1,Rural,1
Male,34,Yes,2,Not Graduate,No,2905,3957,110666,360,1,Semiurban,1
Female,49,Yes,0,Graduate,Yes,2221,1239,74848,120,1,Urban,1
Female,21,Yes,2,Graduate,No,6664,1745,201786,360,1,Semiurban,1
Female,21,Yes,0,Not Graduate,No,2520,6273,82358,360,1,Urban,1
Male,34,Yes,1,Graduate,No,11144,989,72484,60,1,Rural,1
Female,58,No,1,Graduate,No,1657,2131,110822,240,1,Semiurban,1
Female,36,Yes,2,Graduate,No,7352,1957,67135,360,1,Urban,1
Male,22,Yes,0,Graduate,No,986,6525,80837,360,1,Semiurban,1
Male,49,No,0,Graduate,No,3289,7990,126832,360,1,Semiurban,1
Female,39,No,1,Graduate,No,2558,3418,311482,360,1,Urban,1
Female,23,Yes,0,Graduate,No,4739,30761,123770,360,1,Urban,1
Female,52,No,3+,Graduate,No,5943,1849,158568,360,1,Urban,1
Female,39,No,1,Graduate,No,11620,50,80592,360,0,Semiurban,1
Male,18,Yes,1,Graduate,No,2645,1201,109844,360,1,Urban,1
Female,37,Yes,3+,Graduate,Yes,2340,1260,45836,360,1,Urban,1
Female,39,Yes,1,Graduate,No,6181,6249,57930,180,1,Rural,1
Male,65,Yes,0,Graduate,No,3355,1557,105091,360,1,Urban,1
Female,28,Yes,0,Not Graduate,No,2487,5223,113719,180,1,Semiurban,1
Male,30,No,1,Not Graduate,No,2787,3441,138403,360,1,Rural,1
Male,59,Yes,2,Not Graduate,No,2377,2287,91505,360,0,Urban,1
Male,20,Yes,2,Not Graduate,No,1337,2496,180515,360,0,Rural,0
Female,26,Yes,3+,Graduate,No,9300,2269,123024,360,1,Semiurban,1
Female,29,Yes,0,Graduate,No,4880,4492,47797,360,1,Rural,1
Male,40,No,0,Graduate,No,1385,1480,47833,360,1,Semiurban,1
Female,31,Yes,0,Not Graduate,Yes,8953,1332,103925,360,1,Semiurban,1
Female,50,No,2,Not Graduate,No,4049,2510,89780,360,0,Rural,0
Male,35,Yes,0,Graduate,Yes,3206,2113,107863,360,0,Urban,0
Male,66,Yes,0,Graduate,No,5003,1530,86298,360,1,Urban,1
Female,58,No,1,Graduate,No,2803,10386,77640,360,1,Rural,1
Male,26,Yes,0,Graduate,No,1653,3201,73580,360,1,Urban,1
Female,40,Yes,1,Graduate,No,2634,1156,96485,360,1,Urban,1
Female,27,No,0,Not Graduate,No,3484,2920,138119,360,1,Semiurban,1
Female,36,Yes,0,Graduate,No,2121,851,64184,180,1,Urban,1
Female,64,No,0,Not Graduate,No,4940,722,93389,360,0,Semiurban,1
Male,22,No,2,Graduate,Yes,7845,3433,174533,360,0,Semiurban,1
Male,64,Yes,0,Graduate,Yes,2924,909,49193,120,1,Rural,1
Male,69,Yes,0,Not Graduate,No,922,1868,127645,60,1,Semiurban,1
Male,40,Yes,0,Graduate,No,3295,786,90818,360,1,Semiurban,1
Female,47,Yes,0,Graduate,No,2186,1433,72251,360,0,Semiurban,0
Female,42,No,2,Not Graduate,No,3201,1279,79084,360,0,Urban,0
Male,45,No,0,Not Graduate,No,3176,1676,149215,240,1,Semiurban,1
Female,51,Yes,3+,Graduate,No,2171,11451,93704,360,1,Rural,1
Female,62,Yes,0,Graduate,No,1603,5042,64196,360,1,Semiurban,1
Female,65,Yes,2,Graduate,No,3668,1651,69799,120,1,Urban,1
Male,64,Yes,2,Not Graduate,No,2296,1532,80852,360,1,Semiurban,1
Male,42,No,1,Not Graduate,No,10365,1028,139684,360,1,Semiurban,1
Male,27,Yes,1,Graduate,No,4220,788,80738,240,1,Urban,1
Female,31,No,0,Graduate,No,2344,1605,97742,240,1,Rural,1
Male,59,No,1,Not Graduate,No,2739,5251,74864,360,1,Urban,1
Male,63,No,0,Graduate,No,3324,144,84170,360,0,Semiurban,1
Male,47,Yes,0,Graduate,No,3861,4093,92526,360,1,Rural,1
Male,58,No,2,Graduate,No,5270,4528,68039,360,1,Rural,1
Male,42,No,0,Graduate,No,7237,328,72224,360,1,Semiurban,1
Male,31,No,2,Graduate,No,3489,1862,80130,360,0,Semiurban,1
Female,52,Yes,0,Graduate,No,4784,1275,179990,240,0,Urban,0
Female,69,Yes,1,Graduate,No,4702,1582,101142,240,0,Urban,1
Male,65,No,3+,Not Graduate,Yes,3863,2146,68997,180,1,Semiurban,1
Male,51,Yes,1,Graduate,No,3214,2331,138346,60,1,Semiurban,1
Female,27,Yes,1,Graduate,No,3963,603,141323,360,1,Rural,1
Female,52,No,1,Not Graduate,No,2460,6644,68426,360,1,Urban,1
Male,28,Yes,3+,Not Graduate,Yes,1843,1235,189095,360,1,Semiurban,1
Male,28,Yes,0,Graduate,Yes,8659,14827,115069,360,1,Semiurban,1
Male,38,Yes,1,Graduate,No,4143,850,116765,240,1,Rural,1
Male,38,No,0,Graduate,No,4289,775,114052,360,1,Rural,1
Female,39,Yes,0,Graduate,No,3197,2342,112990,360,1,Rural,1
Male,62,No,0,Graduate,No,4909,3710,94264,360,0,Semiurban,1
Male,24,Yes,0,Graduate,No,3268,5008,128008,180,1,Urban,1
Male,34,Yes,1,Graduate,No,1465,820,86498,360,1,Urban,1
Male,19,No,2,Not Graduate,No,2641,1384,185233,60,0,Semiurban,0
Female,29,Yes,2,Graduate,No,5211,8044,44479,360,1,Semiurban,1
Female,59,No,1,Graduate,No,2549,1345,68597,360,1,Rural,1
Female,35,Yes,0,Graduate,No,1212,3685,113793,360,1,Urban,1
Male,28,Yes,0,Graduate,No,3053,397,95625,180,1,Rural,1
Male,33,Yes,0,Graduate,No,1288,497,80732,60,1,Urban,1
Female,66,Yes,1,Not Graduate,No,3025,3916,105872,120,0,Urban,1
Male,68,No,0,Not Graduate,No,7414,1605,60729,360,1,Urban,1
Male,35,No,1,Not Graduate,No,1697,3310,65218,360,0,Semiurban,0
Female,52,Yes,3+,Graduate,No,5371,1094,93821,360,1,Rural,1
Female,43,Yes,1,Graduate,No,10187,480,115100,60,0,Urban,1
Female,33,No,2,Graduate,No,7815,1947,74115,360,1,Semiurban,1
Female,23,Yes,1,Graduate,No,3176,591,48081,360,1,Rural,1
Male,61,Yes,0,Not Graduate,No,2102,1998,108216,360,1,Urban,1
Male,60,No,0,Not Graduate,No,4043,835,119880,360,1,Urban,1
Female,64,No,2,Not Graduate,No,4077,3047,63796,360,1,Semiurban,1
Male,64,No,1,Not Graduate,No,6329,1456,84370,360,1,Urban,1
Female,65,No,1,Not Graduate,No,3754,1419,142053,120,1,Semiurban,1
Female,59,No,0,Graduate,No,4636,2376,62097,60,1,Urban,1
Male,29,Yes,1,Not Graduate,No,2110,3801,97440,360,1,Rural,1
Female,30,Yes,0,Graduate,No,5674,2092,75662,120,0,Semiurban,0
Male,21,Yes,0,Not Graduate,No,1693,7524,236522,360,0,Semiurban,0
Male,56,No,0,Graduate,No,2498,7279,60425,180,1,Semiurban,1
Male,19,No,0,Graduate,No,5221,1031,47586,360,1,Rural,1
Male,43,No,0,Not Graduate,No,7899,739,125806,180,1,Rural,1
Female,44,No,0,Graduate,No,5487,680,86658,240,0,Urban,1
Male,44,No,1,Not Graduate,No,3570,7646,65367,360,1,Rural,1
Female,32,No,1,Graduate,No,3590,682,81091,120,1,Semiurban,1
Female,25,Yes,1,Graduate,Yes,2111,1325,181020,360,0,Rural,1
Female,24,No,0,Graduate,No,2917,1824,98834,180,0,Rural,0
Female,64,Yes,3+,Graduate,No,1153,7455,177351,360,0,Urban,0
Male,63,Yes,0,Graduate,No,9851,633,60127,240,1,Semiurban,1
Male,57,No,0,Graduate,Yes,13762,4314,152489,360,1,Rural,1
Female,29,No,1,Graduate,No,1134,1828,67011,360,1,Rural,1
Female,30,Yes,0,Graduate,No,1539,1632,161254,120,0,Semiurban,0
Male,60,Yes,1,Graduate,No,8245,1770,156072,180,1,Semiurban,1
Female,34,No,1,Graduate,No,2273,1029,66307,180,0,Rural,0
Male,34,No,3+,Not Graduate,No,8358,1296,116884,180,0,Rural,1
Female,53,No,2,Graduate,No,5723,1013,107232,360,1,Rural,1
Male,38,Yes,3+,Graduate,No,3003,633,143551,60,1,Urban,1
Female,25,Yes,0,Graduate,Yes,6417,705,62752,240,1,Rural,1
Female,22,Yes,2,Graduate,No,3561,4657,83900,360,1,Urban,1
Male,43,Yes,0,Graduate,No,3524,1366,100629,180,1,Semiurban,1
Female,33,Yes,1,Graduate,No,4999,3093,180209,60,1,Semiurban,1
Female,53,No,1,Graduate,No,5856,1568,101101,240,1,Rural,1
Male,45,Yes,0,Graduate,No,6643,1547,66944,360,1,Urban,1
Female,46,Yes,1,Graduate,No,14958,1701,112242,180,1,Urban,1
Male,64,Yes,0,Not Graduate,No,4531,3243,65771,240,1,Semiurban,1
Male,29,Yes,0,Graduate,No,7908,1044,50285,360,1,Semiurban,1
Female,54,No,3+,Graduate,No,7777,1598,92534,60,1,Rural,1
Female,47,No,0,Graduate,No,5491,3726,110316,360,0,Rural,1
Female,40,No,0,Graduate,No,2653,4302,106629,360,1,Rural,1
Female,33,Yes,0,Graduate,Yes,7031,5932,100850,360,1,Rural,1
Female,31,Yes,2,Graduate,No,4757,837,201645,360,1,Semiurban,1
Female,27,Yes,0,Graduate,No,1680,1083,183602,360,1,Semiurban,1
Female,24,Yes,0,Graduate,Yes,6688,1542,70989,360,1,Urban,1
Male,62,No,2,Graduate,No,1372,631,143964,360,1,Urban,1
Female,69,Yes,0,Graduate,No,5369,3633,243962,360,1,Semiurban,1
Male,54,No,0,Graduate,Yes,2614,2277,199446,360,1,Urban,1
Female,46,Yes,2,Graduate,No,4015,1597,147736,240,1,Rural,1
Female,20,No,1,Graduate,No,1577,4120,93564,60,0,Semiurban,0
Male,32,No,2,Graduate,Yes,2358,988,58581,360,1,Rural,1
Female,53,No,0,Not Graduate,No,2659,4460,67201,240,1,Semiurban,1
Female,64,Yes,3+,Not Graduate,No,3323,7284,121945,240,1,Rural,1
Male,63,No,3+,Graduate,No,2548,2312,111054,180,0,Urban,1
Female,69,No,0,Not Graduate,No,4485,1797,101464,360,1,Urban,1
Female,36,Yes,0,Graduate,No,4847,2068,142063,360,0,Urban,1
Female,30,Yes,3+,Graduate,No,2785,595,157624,120,0,Urban,0
Male,59,No,0,Graduate,Yes,3727,1545,157534,360,1,Rural,1
Female,38,No,1,Graduate,No,5008,9380,132526,360,1,Rural,1
Female,54,Yes,1,Graduate,No,946,9896,121410,360,1,Urban,1
Female,44,Yes,2,Graduate,No,4747,1945,79967,360,1,Rural,1
Female,69,No,2,Graduate,No,2477,1169,102145,360,1,Rural,1
Male,46,Yes,0,Not Graduate,No,736,4117,113986,360,1,Semiurban,1
Male,37,Yes,0,Graduate,No,2878,1757,96630,360,1,Semiurban,1
Female,42,Yes,2,Not Graduate,No,1988,3855,52248,360,1,Semiurban,1
Female,23,No,2,Graduate,No,2747,997,112222,360,1,Semiurban,1
Male,53,Yes,1,Graduate,Yes,4818,2308,96463,360,0,Rural,1
Male,19,No,3+,Graduate,No,6065,1354,93410,360,1,Urban,1
Female,39,Yes,1,Graduate,No,7893,1799,124177,360,1,Rural,1
Male,49,No,0,Graduate,No,8188,1145,123158,360,1,Semiurban,1
Female,33,No,2,Graduate,No,1954,1616,159131,240,1,Rural,1
Male,35,Yes,0,Graduate,No,7525,2303,125056,240,1,Urban,1
Male,22,Yes,0,Graduate,No,1747,3154,84661,360,1,Urban,1
Male,53,Yes,0,Graduate,No,6869,1590,167604,360,1,Rural,1
Male,47,Yes,2,Graduate,No,5128,5768,180147,360,1,Semiurban,1
Female,62,No,3+,Not Graduate,No,4033,645,97889,360,1,Urban,1
Male,36,Yes,0,Graduate,No,2139,546,162699,120,1,Urban,1
Male,40,No,0,Not Graduate,Yes,7469,1124,105383,360,1,Semiurban,1
Female,51,Yes,1,Graduate,Yes,1989,1823,156349,360,1,Rural,1
Male,30,Yes,2,Graduate,No,3591,6627,167615,360,1,Urban,1
Male,60,Yes,1,Graduate,No,3792,1558,76636,240,1,Rural,1
Female,46,Yes,1,Graduate,No,1314,848,172809,180,1,Urban,1
Male,53,Yes,1,Not Graduate,No,3981,1081,100519,360,1,Urban,1
Female,39,No,0,Graduate,No,1887,1929,115374,360,0,Semiurban,1
Female,69,Yes,0,Not Graduate,No,8642,764,154011,360,1,Rural,1
Female,69,Yes,0,Not Graduate,No,18440,8467,89056,120,0,Rural,1
Female,64,No,2,Graduate,No,2344,277,146801,360,1,Semiurban,1
Male,53,No,0,Graduate,No,2876,981,105532,360,1,Semiurban,1
Female,26,Yes,1,Graduate,No,4023,1153,82313,120,0,Urban,0
Male,56,No,0,Graduate,No,1057,828,127691,120,1,Semiurban,1
Male,68,Yes,0,Graduate,No,9760,3097,162922,360,1,Urban,1
Male,36,No,0,Graduate,No,3007,1069,102972,360,0,Rural,0
Male,55,No,0,Graduate,Yes,2864,2970,65811,120,1,Semiurban,1
Male,23,No,0,Graduate,No,5507,6397,86778,240,1,Semiurban,1
Male,69,No,2,Graduate,No,3831,4864,74407,240,1,Urban,1
Male,64,Yes,0,Not Graduate,No,4018,2054,245254,360,1,Semiurban,1
Male,32,No,1,Graduate,No,6039,1810,69590,240,1,Rural,1
Male,37,Yes,0,Graduate,No,3377,3667,39737,360,1,Urban,1
Male,26,Yes,1,Graduate,No,1855,1437,84630,360,1,Urban,1
Female,49,Yes,1,Not Graduate,Yes,7588,1224,106355,360,1,Urban,1
Female,21,No,3+,Graduate,No,2562,818,100024,360,1,Rural,1
Female,67,No,0,Not Graduate,No,2647,2314,106079,360,1,Rural,1
Male,35,Yes,0,Not Graduate,Yes,4181,776,59166,360,1,Semiurban,1
Female,22,No,3+,Not Graduate,Yes,1662,1026,101179,360,1,Rural,0
Female,37,No,0,Graduate,No,4203,9732,66422,360,1,Urban,1
Female,40,Yes,2,Graduate,No,6428,3099,141790,60,1,Semiurban,1
Male,28,Yes,0,Not Graduate,No,9395,2496,62486,360,0,Urban,1
Male,54,No,1,Not Graduate,No,5676,1015,95366,360,0,Semiurban,0
Male,39,Yes,0,Not Graduate,No,6931,3351,71838,360,0,Semiurban,1
Male,21,Yes,3+,Graduate,Yes,2480,801,144492,240,0,Urban,0
Female,46,No,1,Graduate,No,5974,533,81790,360,1,Urban,1
Female,61,No,0,Graduate,No,3246,1162,64854,60,1,Semiurban,1
Female,51,No,0,Not Graduate,Yes,7300,703,150512,360,1,Rural,1
Female,30,No,0,Not Graduate,No,3872,2622,44479,360,0,Rural,0
Male,59,Yes,1,Graduate,No,6950,2422,130205,240,1,Semiurban,1
Male,26,Yes,0,Graduate,No,4010,2170,112955,360,1,Urban,1
Male,59,No,0,Graduate,No,2297,2883,270762,360,1,Urban,1
Female,48,Yes,1,Graduate,No,3728,2785,128061,360,1,Urban,1
Male,24,No,0,Graduate,No,2985,1052,120600,60,1,Semiurban,1
Male,21,Yes,0,Graduate,No,7929,2654,70218,240,1,Semiurban,1
Female,36,Yes,0,Graduate,No,1613,2323,90421,360,1,Urban,1
Female,59,Yes,1,Graduate,No,1330,1104,109629,360,0,Semiurban,1
Male,47,No,3+,Not Graduate,Yes,4338,1358,174352,240,1,Urban,1
Male,48,Yes,0,Not Graduate,No,2998,3575,72574,360,1,Rural,1
Male,52,Yes,2,Not Graduate,No,1830,631,47319,360,0,Rural,0
Male,38,Yes,0,Not Graduate,Yes,3564,2360,101612,360,0,Rural,0
Male,48,No,0,Graduate,No,4271,1657,52189,360,1,Semiurban,1
Male,36,Yes,1,Not Graduate,Yes,7609,1767,136461,240,1,Urban,1
Female,48,Yes,0,Not Graduate,No,1197,1440,181056,180,0,Semiurban,0
Female,49,Yes,1,Graduate,No,4069,2532,149094,360,1,Semiurban,1
Female,19,No,2,Graduate,Yes,9747,512,80707,360,1,Urban,1
Male,69,Yes,3+,Not Graduate,No,9474,2212,188746,240,0,Rural,1
Female,27,Yes,0,Not Graduate,No,3848,781,72609,360,0,Semiurban,1
Male,19,Yes,0,Graduate,No,2554,4126,66632,360,1,Urban,1
Male,19,Yes,3+,Graduate,No,3097,642,174875,360,1,Rural,1
Female,41,No,0,Not Graduate,No,2016,265,85630,360,1,Semiurban,1
Male,34,Yes,1,Not Graduate,No,2793,464,105200,360,0,Rural,0
Male,49,No,0,Graduate,Yes,3816,1728,148130,180,1,Urban,1
Female,33,No,0,Graduate,No,4828,521,63589,240,1,Urban,1
Female,33,Yes,0,Graduate,No,6075,635,79718,360,1,Semiurban,1
Female,63,No,2,Graduate,No,3407,1034,78036,360,0,Semiurban,0
Male,56,No,2,Not Graduate,Yes,3259,2760,89928,360,1,Rural,1
Female,48,No,0,Graduate,No,6160,978,74296,360,0,Semiurban,0
Female,60,Yes,2,Graduate,No,2963,1528,114549,240,0,Urban,1
Male,41,Yes,0,Not Graduate,No,5537,1508,113971,360,1,Rural,1
Female,18,Yes,0,Graduate,No,1351,568,98764,360,1,Rural,1
Female,28,No,2,Not Graduate,No,4818,2503,108178,360,1,Urban,1
Female,38,Yes,1,Graduate,Yes,12937,10951,75972,360,1,Semiurban,1
Male,21,Yes,0,Not Graduate,No,2088,453,99554,240,1,Urban,1
Male,24,Yes,0,Not Graduate,No,8602,892,50309,360,1,Urban,1
Male,43,Yes,3+,Graduate,Yes,5521,653,146678,360,1,Rural,1
Male,64,Yes,2,Not Graduate,No,6153,1542,78877,360,0,Rural,1
Female,67,Yes,2,Not Graduate,No,5441,566,80241,180,1,Semiurban,1
Male,29,Yes,0,Not Graduate,No,2487,4926,67923,120,1,Rural,1
Male,48,No,2,Graduate,Yes,1665,5602,104403,240,1,Urban,1
Female,34,Yes,0,Graduate,No,4840,3145,79736,360,1,Urban,1
Female,50,No,3+,Graduate,No,3382,3822,126986,360,1,Urban,1
Female,28,Yes,0,Graduate,No,1579,1982,64864,360,1,Rural,1
Male,45,Yes,0,Graduate,No,2772,4289,104324,360,0,Rural,0
Male,49,No,0,Graduate,No,1934,1418,117037,360,1,Semiurban,1
Male,18,No,2,Not Graduate,No,11506,1177,135774,60,0,Rural,1
Female,64,Yes,2,Graduate,No,6033,3075,128887,180,0,Rural,1
Female,45,No,0,Not Graduate,No,2024,1328,68679,360,1,Urban,1
Male,59,No,1,Not Graduate,Yes,4919,10001,101436,360,1,Urban,1
Female,24,No,2,Graduate,No,1816,4201,94687,360,1,Urban,1
Female,19,Yes,0,Graduate,Yes,1223,1157,64920,360,0,Semiurban,0
Female,59,Yes,2,Not Graduate,Yes,2394,1579,97669,180,0,Urban,1
Male,41,No,3+,Graduate,No,3326,1615,56521,120,1,Semiurban,1
Female,21,No,0,Graduate,No,4580,991,108455,360,1,Rural,1
Female,61,Yes,0,Not Graduate,No,6135,3680,159912,360,0,Semiurban,0
Male,36,No,0,Graduate,Yes,2937,899,147192,360,1,Rural,1
Male,43,Yes,0,Not Graduate,No,5454,1677,115443,360,1,Semiurban,1
Female,28,Yes,0,Not Graduate,No,1396,976,109470,360,1,Urban,1
Female,57,Yes,1,Graduate,No,8775,1167,94286,240,0,Semiurban,1
Male,67,No,1,Not Graduate,No,1425,3344,234257,360,1,Urban,1
Male,60,Yes,0,Graduate,No,2707,3110,90617,360,1,Urban,1
Female,28,No,1,Not Graduate,No,2385,1366,58298,360,1,Urban,1
Female,62,Yes,1,Not Graduate,No,1537,4490,133945,180,1,Semiurban,1
Female,20,No,3+,Graduate,No,4441,2859,118706,360,1,Rural,1
Female,29,No,0,Graduate,No,10140,1985,63471,240,1,Semiurban,1
Male,20,No,1,Graduate,No,1226,3739,84222,360,1,Urban,1
Female,59,No,3+,Graduate,Yes,920,5625,105622,360,0,Semiurban,0
Female,44,Yes,1,Not Graduate,No,2154,2570,78759,240,1,Rural,1
Male,66,Yes,0,Graduate,No,3161,2249,142487,360,1,Urban,1
Female,19,Yes,0,Graduate,No,5767,388,72316,60,1,Urban,1
Male,66,Yes,2,Graduate,Yes,2729,2230,89272,360,1,Urban,1
Female,33,No,0,Graduate,No,1204,2622,83409,360,1,Rural,1
Female,19,Yes,3+,Not Graduate,No,7862,2325,118211,360,1,Semiurban,1
Male,47,Yes,2,Graduate,No,2103,879,127142,60,1,Semiurban,1
Male,37,Yes,0,Not Graduate,Yes,5315,1043,118139,240,1,Urban,1
Female,55,Yes,1,Not Graduate,No,1839,3222,47159,360,1,Urban,1
Female,45,Yes,0,Graduate,No,3261,1325,105372,360,1,Urban,1
Female,42,No,0,Graduate,No,4507,2084,119480,360,1,Urban,1
Male,49,Yes,1,Graduate,No,2178,336,125102,360,1,Urban,1
Female,27,Yes,1,Graduate,No,4698,1785,91950,360,1,Semiurban,1
Male,59,No,0,Graduate,No,2936,3446,99651,360,1,Semiurban,1
Male,57,No,2,Not Graduate,No,2768,2302,78632,360,1,Urban,1
Female,50,Yes,0,Not Graduate,No,9001,1617,164585,180,1,Semiurban,1
Male,30,No,0,Graduate,No,4505,780,57722,360,1,Rural,1
Female,58,Yes,0,Graduate,No,4881,430,118262,180,1,Urban,1
Female,59,Yes,0,Graduate,Yes,5664,967,66299,360,1,Urban,1
Female,64,Yes,3+,Not Graduate,No,5143,4154,81484,360,1,Urban,1
Female,54,Yes,1,Graduate,Yes,4509,1731,97174,360,1,Rural,1
Female,33,No,1,Graduate,No,7663,3141,44607,360,1,Urban,1
Male,62,Yes,1,Graduate,No,2074,5696,56541,360,1,Urban,1
Male,39,Yes,0,Not Graduate,Yes,3979,1997,52024,360,0,Urban,0
Female,37,No,0,Graduate,No,3023,3556,117055,360,1,Urban,1
Female,67,Yes,1,Graduate,No,3962,4483,148661,120,0,Semiurban,1
Male,60,Yes,3+,Graduate,No,2394,590,52137,360,1,Rural,1
Male,44,No,2,Graduate,Yes,1375,982,91932,180,1,Rural,1
Male,58,Yes,0,Not Graduate,No,5884,470,110173,360,1,Urban,1
Male,33,No,0,Graduate,No,15485,421,109988,60,1,Semiurban,1
Female,51,Yes,0,Graduate,No,6944,1213,220453,60,1,Semiurban,1
Female,49,No,0,Not Graduate,No,6126,1473,104970,240,0,Urban,1
Male,43,Yes,0,Graduate,No,4243,404,68102,360,1,Semiurban,1
Female,42,No,1,Graduate,Yes,3317,2601,133186,360,1,Urban,1
Male,19,Yes,0,Not Graduate,No,3438,1225,186559,360,1,Urban,1
Female,29,No,1,Not Graduate,No,3412,5699,58648,360,1,Urban,1
Male,57,Yes,1,Graduate,No,2468,2094,122229,360,1,Urban,1
Female,26,Yes,0,Not Graduate,No,1348,2082,99848,360,1,Rural,1
Male,29,Yes,2,Not Graduate,No,4102,1534,67429,60,1,Urban,1
Male,43,No,0,Graduate,Yes,3080,1643,76465,360,1,Semiurban,1
Female,26,No,1,Graduate,No,7212,2431,186586,360,1,Urban,1
Male,27,Yes,2,Graduate,No,5674,3731,134463,360,0,Urban,1
Female,49,Yes,1,Not Graduate,No,1076,622,117015,360,0,Urban,0
Female,51,No,3+,Not Graduate,Yes,10180,925,54352,360,0,Urban,0
Male,65,Yes,0,Graduate,No,2671,2286,129275,360,0,Rural,1
Female,37,No,1,Graduate,No,2931,1752,154279,240,1,Rural,1
Female,56,No,1,Graduate,Yes,1330,3406,57162,120,0,Semiurban,1
Female,19,No,1,Graduate,No,4272,1055,99578,360,1,Rural,1
Female,18,Yes,2,Graduate,No,4659,4969,147747,120,1,Semiurban,1
Female,68,Yes,1,Graduate,No,10181,1195,139989,240,1,Semiurban,1
Male,53,No,2,Graduate,No,6066,1402,127514,360,1,Semiurban,1
Female,41,No,0,Graduate,No,2691,4341,100484,360,0,Rural,1
Female,44,No,0,Not Graduate,No,1256,2855,152400,240,1,Rural,1
Female,19,Yes,1,Not Graduate,No,2576,8828,105293,360,1,Semiurban,1
Female,48,Yes,1,Not Graduate,No,6811,3862,123131,180,0,Rural,0
Female,31,Yes,3+,Graduate,No,2868,5074,113245,360,1,Semiurban,1
Male,19,No,0,Not Graduate,No,1888,1425,64520,360,1,Rural,1
Female,46,Yes,0,Not Graduate,No,4029,5129,68278,360,1,Semiurban,1
Male,32,Yes,1,Graduate,No,2978,1910,55226,180,1,Rural,1
Male,29,Yes,2,Graduate,No,2768,306,84715,360,1,Semiurban,1
Male,54,Yes,3+,Not Graduate,No,2323,2642,136589,180,1,Semiurban,1
Male,45,No,0,Graduate,No,3887,2830,113050,360,1,Urban,1
Female,37,Yes,0,Graduate,No,6737,754,97441,60,1,Urban,1
Male,56,Yes,0,Graduate,No,4956,2410,170000,360,1,Semiurban,1
Male,41,Yes,0,Graduate,No,1145,1983,87437,180,0,Semiurban,0
Female,38,Yes,3+,Graduate,No,9234,4771,123447,180,1,Rural,1
Female,27,Yes,0,Graduate,No,5715,2567,86131,360,0,Urban,1
Female,63,Yes,0,Graduate,Yes,4369,1808,54232,360,1,Rural,1
Male,31,No,0,Graduate,No,4697,623,73055,360,1,Semiurban,1
Female,54,Yes,0,Not Graduate,No,5170,374,72282,360,1,Urban,1
